"ACTIVITY_ID","CASE_NUMBER","ENF_TYPE_CODE","ENF_TYPE_DESC"
"332","01-1995-0026","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"333","01-1995-0027","6","TSCA 6 AO For Hazardous Chemicals"
"334","01-1995-0028","6","TSCA 6 AO For Hazardous Chemicals"
"335","01-1995-0029","6","TSCA 6 AO For Hazardous Chemicals"
"336","01-1995-0030","6","TSCA 6 AO For Hazardous Chemicals"
"337","01-1995-0031","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"338","01-1995-0032","325","EPCRA 325 Action For Penalty"
"339","01-1995-0033","325","EPCRA 325 Action For Penalty"
"340","01-1995-0034","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"341","01-1995-0035","325","EPCRA 325 Action For Penalty"
"342","01-1995-0036","325","EPCRA 325 Action For Penalty"
"343","01-1995-0037","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"344","01-1995-0038","325","EPCRA 325 Action For Penalty"
"345","01-1995-0039","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"346","01-1995-0040","309G2B","CWA 309G2B AO For Class II Penalties"
"347","01-1995-0041","309G2A","CWA 309G2A AO For Class I Penalties"
"348","01-1995-0042","309G2B","CWA 309G2B AO For Class II Penalties"
"349","01-1995-0043","6","TSCA 6 AO For Hazardous Chemicals"
"350","01-1995-0044","16","TSCA 16 Action For Penalty"
"351","01-1995-0045","16","TSCA 16 Action For Penalty"
"352","01-1995-0046","16","TSCA 16 Action For Penalty"
"353","01-1995-0047","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"354","01-1995-0048","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"355","01-1995-0049","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"356","01-1995-0050","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"357","01-1995-0051","309G2A","CWA 309G2A AO For Class I Penalties"
"358","01-1995-0052","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"359","01-1995-0053","325","EPCRA 325 Action For Penalty"
"360","01-1995-0054","325","EPCRA 325 Action For Penalty"
"361","01-1995-0055","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"362","01-1995-0056","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"363","01-1995-0057","16","TSCA 16 Action For Penalty"
"364","01-1995-0058","113D1","CAA 113D1 Action For Penalty"
"365","01-1995-0059","325","EPCRA 325 Action For Penalty"
"366","01-1995-0060","325","EPCRA 325 Action For Penalty"
"367","01-1995-0061","ACC","Access Order"
"369","01-1995-0063","309G2B","CWA 309G2B AO For Class II Penalties"
"370","01-1995-0065","309G2B","CWA 309G2B AO For Class II Penalties"
"371","01-1995-0066","16","TSCA 16 Action For Penalty"
"372","01-1995-0067","16","TSCA 16 Action For Penalty"
"373","01-1995-0068","PRN","Pre-Referral Negotiation"
"374","01-1995-0069","CIV","Civil Judicial Action"
"375","01-1995-0070","CIV","Civil Judicial Action"
"376","01-1995-0071","CIV","Civil Judicial Action"
"377","01-1995-0072","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"378","01-1995-0073","113","CAA 113 Notice Of Violation"
"379","01-1995-0074","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"380","01-1995-0075","309G2A","CWA 309G2A AO For Class I Penalties"
"381","01-1995-0076","311J","CWA 311J AO For Comp & Penalties (Old)"
"382","01-1995-0078","104E5A","CERCLA 104E5A AO For Access And/Or Info"
"383","01-1995-0079","106","CERCLA 106 AO For Resp Action/Imm Haz"
"384","01-1995-0080","106","CERCLA 106 AO For Resp Action/Imm Haz"
"385","01-1995-0081","309G2B","CWA 309G2B AO For Class II Penalties"
"386","01-1995-0082","309G2B","CWA 309G2B AO For Class II Penalties"
"387","01-1995-0083","311B","CWA 311B AO For Compliance, Penalties (Old)"
"388","01-1995-0084","106","CERCLA 106 AO For Resp Action/Imm Haz"
"389","01-1995-0085","106","CERCLA 106 AO For Resp Action/Imm Haz"
"390","01-1995-0086","106","CERCLA 106 AO For Resp Action/Imm Haz"
"391","01-1995-0087","104E5A","CERCLA 104E5A AO For Access And/Or Info"
"392","01-1995-0088","104E5A","CERCLA 104E5A AO For Access And/Or Info"
"393","01-1995-0089","325","EPCRA 325 Action For Penalty"
"394","01-1995-0090","325","EPCRA 325 Action For Penalty"
"395","01-1995-0092","325","EPCRA 325 Action For Penalty"
"396","01-1995-0093","325","EPCRA 325 Action For Penalty"
"397","01-1995-0094","325","EPCRA 325 Action For Penalty"
"398","01-1995-0095","325","EPCRA 325 Action For Penalty"
"399","01-1995-0096","325","EPCRA 325 Action For Penalty"
"400","01-1995-0097","325","EPCRA 325 Action For Penalty"
"401","01-1995-0098","106","CERCLA 106 AO For Resp Action/Imm Haz"
"402","01-1995-0099","106","CERCLA 106 AO For Resp Action/Imm Haz"
"403","01-1995-0100","CIV","Civil Judicial Action"
"404","01-1995-0101","CIV","Civil Judicial Action"
"405","01-1995-0102","325","EPCRA 325 Action For Penalty"
"406","01-1995-0103","325","EPCRA 325 Action For Penalty"
"407","01-1995-0104","325","EPCRA 325 Action For Penalty"
"408","01-1995-0105","CIV","Civil Judicial Action"
"409","01-1995-0106","113D1","CAA 113D1 Action For Penalty"
"410","01-1995-0107","CIV","Civil Judicial Action"
"411","01-1995-0109","113D1","CAA 113D1 Action For Penalty"
"412","01-1995-0110","CIV","Civil Judicial Action"
"413","01-1995-0111","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"414","01-1995-0112","CIV","Civil Judicial Action"
"415","01-1995-0113","ACC","Access Order"
"416","01-1995-0114","CIV","Civil Judicial Action"
"417","01-1995-0115","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"418","01-1995-0116","113D1","CAA 113D1 Action For Penalty"
"419","01-1995-0117","113D1","CAA 113D1 Action For Penalty"
"420","01-1995-0118","113D1","CAA 113D1 Action For Penalty"
"421","01-1995-0119","113D1","CAA 113D1 Action For Penalty"
"422","01-1995-0120","113D1","CAA 113D1 Action For Penalty"
"423","01-1995-0121","311B","CWA 311B AO For Compliance, Penalties (Old)"
"424","01-1995-0122","311B","CWA 311B AO For Compliance, Penalties (Old)"
"425","01-1995-0123","311B","CWA 311B AO For Compliance, Penalties (Old)"
"426","01-1995-0124","309G2B","CWA 309G2B AO For Class II Penalties"
"427","01-1995-0125","325","EPCRA 325 Action For Penalty"
"428","01-1995-0126","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"429","01-1995-0127","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"430","01-1995-0128","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"431","01-1995-0129","325","EPCRA 325 Action For Penalty"
"432","01-1995-0130","9006FC","RCRA 9006 Field Citation (UST)"
"433","01-1995-0131","9006FC","RCRA 9006 Field Citation (UST)"
"434","01-1996-0002","104E5A","CERCLA 104E5A AO For Access And/Or Info"
"435","01-1996-0003","104E5A","CERCLA 104E5A AO For Access And/Or Info"
"436","01-1996-0004","CIV","Civil Judicial Action"
"438","01-1996-0006","CIV","Civil Judicial Action"
"439","01-1996-0007","16","TSCA 16 Action For Penalty"
"440","01-1996-0008","CIV","Civil Judicial Action"
"441","01-1996-0009","9006FC","RCRA 9006 Field Citation (UST)"
"442","01-1996-0010","9006","RCRA 9006 AO For Comp And/Or Pen (UST)"
"443","01-1996-0011","9006","RCRA 9006 AO For Comp And/Or Pen (UST)"
"444","01-1996-0012","9006","RCRA 9006 AO For Comp And/Or Pen (UST)"
"445","01-1996-0013","9006","RCRA 9006 AO For Comp And/Or Pen (UST)"
"446","01-1996-0014","9006FC","RCRA 9006 Field Citation (UST)"
"447","01-1996-0015","9006FC","RCRA 9006 Field Citation (UST)"
"448","01-1996-0016","9006","RCRA 9006 AO For Comp And/Or Pen (UST)"
"449","01-1996-0017","9006","RCRA 9006 AO For Comp And/Or Pen (UST)"
"450","01-1996-0018","9006","RCRA 9006 AO For Comp And/Or Pen (UST)"
"451","01-1996-0019","9006FC","RCRA 9006 Field Citation (UST)"
"452","01-1996-0020","9006","RCRA 9006 AO For Comp And/Or Pen (UST)"
"453","01-1996-0021","9006","RCRA 9006 AO For Comp And/Or Pen (UST)"
"454","01-1996-0022","9006","RCRA 9006 AO For Comp And/Or Pen (UST)"
"455","01-1996-0023","9006FC","RCRA 9006 Field Citation (UST)"
"456","01-1996-0024","325","EPCRA 325 Action For Penalty"
"457","01-1996-0025","309","CWA 309 AO For Compliance (Old)"
"458","01-1996-0026","309","CWA 309 AO For Compliance (Old)"
"459","01-1996-0027","309","CWA 309 AO For Compliance (Old)"
"460","01-1996-0028","309","CWA 309 AO For Compliance (Old)"
"461","01-1996-0029","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"462","01-1996-0030","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"463","01-1996-0031","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"464","01-1996-0032","309G2B","CWA 309G2B AO For Class II Penalties"
"465","01-1996-0033","9006","RCRA 9006 AO For Comp And/Or Pen (UST)"
"466","01-1996-0034","9006","RCRA 9006 AO For Comp And/Or Pen (UST)"
"467","01-1996-0035","9006FC","RCRA 9006 Field Citation (UST)"
"468","01-1996-0036","9006","RCRA 9006 AO For Comp And/Or Pen (UST)"
"469","01-1996-0037","9006","RCRA 9006 AO For Comp And/Or Pen (UST)"
"470","01-1996-0038","9006","RCRA 9006 AO For Comp And/Or Pen (UST)"
"471","01-1996-0039","9006FC","RCRA 9006 Field Citation (UST)"
"472","01-1996-0040","9006","RCRA 9006 AO For Comp And/Or Pen (UST)"
"473","01-1996-0041","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"474","01-1996-0042","CIV","Civil Judicial Action"
"475","01-1996-0043","9006FC","RCRA 9006 Field Citation (UST)"
"476","01-1996-0044","9006","RCRA 9006 AO For Comp And/Or Pen (UST)"
"477","01-1996-0046","BNK","Bankruptcy"
"478","01-1996-0047","CIV","Civil Judicial Action"
"479","01-1996-0048","106","CERCLA 106 AO For Resp Action/Imm Haz"
"480","01-1996-0049","309G2A","CWA 309G2A AO For Class I Penalties"
"481","01-1996-0050","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"482","01-1996-0051","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"483","01-1996-0052","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"484","01-1996-0054","113","CAA 113 Notice Of Violation"
"485","01-1996-0055","113","CAA 113 Notice Of Violation"
"486","01-1996-0056","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"487","01-1996-0057","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"488","01-1996-0058","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"489","01-1996-0059","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"490","01-1996-0060","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"491","01-1996-0061","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"492","01-1996-0062","309G2B","CWA 309G2B AO For Class II Penalties"
"493","01-1996-0063","CIV","Civil Judicial Action"
"494","01-1996-0064","CIV","Civil Judicial Action"
"495","01-1996-0065","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"496","01-1996-0066","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"497","01-1996-0067","309","CWA 309 AO For Compliance (Old)"
"498","01-1996-0068","CIV","Civil Judicial Action"
"500","01-1996-0070","309","CWA 309 AO For Compliance (Old)"
"501","01-1996-0071","309","CWA 309 AO For Compliance (Old)"
"502","01-1996-0072","309","CWA 309 AO For Compliance (Old)"
"503","01-1996-0073","309","CWA 309 AO For Compliance (Old)"
"504","01-1996-0074","309","CWA 309 AO For Compliance (Old)"
"505","01-1996-0075","309","CWA 309 AO For Compliance (Old)"
"506","01-1996-0076","309","CWA 309 AO For Compliance (Old)"
"507","01-1996-0077","309","CWA 309 AO For Compliance (Old)"
"508","01-1996-0078","309G2B","CWA 309G2B AO For Class II Penalties"
"509","01-1996-0079","309G2B","CWA 309G2B AO For Class II Penalties"
"510","01-1996-0080","309G2B","CWA 309G2B AO For Class II Penalties"
"511","01-1996-0081","309","CWA 309 AO For Compliance (Old)"
"512","01-1996-0082","309","CWA 309 AO For Compliance (Old)"
"513","01-1996-0083","309","CWA 309 AO For Compliance (Old)"
"514","01-1996-0084","309","CWA 309 AO For Compliance (Old)"
"515","01-1996-0085","309","CWA 309 AO For Compliance (Old)"
"516","01-1996-0086","309","CWA 309 AO For Compliance (Old)"
"517","01-1996-0087","309","CWA 309 AO For Compliance (Old)"
"518","01-1996-0088","309","CWA 309 AO For Compliance (Old)"
"519","01-1996-0089","309","CWA 309 AO For Compliance (Old)"
"520","01-1996-0090","113D1","CAA 113D1 Action For Penalty"
"521","01-1996-0091","113D1","CAA 113D1 Action For Penalty"
"522","01-1996-0092","113D1","CAA 113D1 Action For Penalty"
"523","01-1996-0093","309","CWA 309 AO For Compliance (Old)"
"524","01-1996-0094","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"525","01-1996-0095","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"526","01-1996-0096","309","CWA 309 AO For Compliance (Old)"
"527","01-1996-0097","309G2A","CWA 309G2A AO For Class I Penalties"
"528","01-1996-0098","16","TSCA 16 Action For Penalty"
"529","01-1996-0099","16","TSCA 16 Action For Penalty"
"530","01-1996-0100","9006FC","RCRA 9006 Field Citation (UST)"
"531","01-1996-0101","9006FC","RCRA 9006 Field Citation (UST)"
"532","01-1996-0102","9006FC","RCRA 9006 Field Citation (UST)"
"533","01-1996-0103","9006FC","RCRA 9006 Field Citation (UST)"
"534","01-1996-0104","9006FC","RCRA 9006 Field Citation (UST)"
"535","01-1996-0105","325","EPCRA 325 Action For Penalty"
"536","01-1996-0106","325","EPCRA 325 Action For Penalty"
"537","01-1996-0107","325","EPCRA 325 Action For Penalty"
"538","01-1996-0108","325","EPCRA 325 Action For Penalty"
"539","01-1996-0109","325","EPCRA 325 Action For Penalty"
"540","01-1996-0110","325","EPCRA 325 Action For Penalty"
"541","01-1996-0111","325","EPCRA 325 Action For Penalty"
"542","01-1996-0112","325","EPCRA 325 Action For Penalty"
"543","01-1996-0113","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"544","01-1996-0114","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"545","01-1996-0116","9006FC","RCRA 9006 Field Citation (UST)"
"546","01-1996-0117","9006FC","RCRA 9006 Field Citation (UST)"
"547","01-1996-0118","9006FC","RCRA 9006 Field Citation (UST)"
"548","01-1996-0119","9006FC","RCRA 9006 Field Citation (UST)"
"549","01-1996-0120","9006FC","RCRA 9006 Field Citation (UST)"
"550","01-1996-0121","ACC","Access Order"
"551","01-1996-0122","CIV","Civil Judicial Action"
"552","01-1996-0123","106","CERCLA 106 AO For Resp Action/Imm Haz"
"553","01-1996-0125","CIV","Civil Judicial Action"
"554","01-1996-0126","106","CERCLA 106 AO For Resp Action/Imm Haz"
"555","01-1996-0127","CIC","Civil Contempt"
"556","01-1996-0128","106","CERCLA 106 AO For Resp Action/Imm Haz"
"557","01-1996-0129","CIV","Civil Judicial Action"
"558","01-1996-0131","BNK","Bankruptcy"
"560","01-1997-0001","CIV","Civil Judicial Action"
"561","01-1997-0002","1431","SDWA 1431 AO For Imm. Hazard"
"562","01-1997-0003","309","CWA 309 AO For Compliance (Old)"
"563","01-1997-0004","309","CWA 309 AO For Compliance (Old)"
"564","01-1997-0005","309","CWA 309 AO For Compliance (Old)"
"565","01-1997-0006","309","CWA 309 AO For Compliance (Old)"
"566","01-1997-0007","309G2B","CWA 309G2B AO For Class II Penalties"
"567","01-1997-0008","309G2B","CWA 309G2B AO For Class II Penalties"
"568","01-1997-0009","113D1","CAA 113D1 Action For Penalty"
"569","01-1997-0010","113D1","CAA 113D1 Action For Penalty"
"570","01-1997-0011","113D1","CAA 113D1 Action For Penalty"
"571","01-1997-0012","309","CWA 309 AO For Compliance (Old)"
"572","01-1997-0013","16","TSCA 16 Action For Penalty"
"573","01-1997-0014","309","CWA 309 AO For Compliance (Old)"
"574","01-1997-0015","309","CWA 309 AO For Compliance (Old)"
"575","01-1997-0016","309","CWA 309 AO For Compliance (Old)"
"576","01-1997-0017","16","TSCA 16 Action For Penalty"
"577","01-1997-0018","309G2B","CWA 309G2B AO For Class II Penalties"
"578","01-1997-0019","325","EPCRA 325 Action For Penalty"
"579","01-1997-0020","309G2B","CWA 309G2B AO For Class II Penalties"
"581","01-1997-0022","309G2A","CWA 309G2A AO For Class I Penalties"
"582","01-1997-0023","9006FC","RCRA 9006 Field Citation (UST)"
"583","01-1997-0024","9006FC","RCRA 9006 Field Citation (UST)"
"584","01-1997-0025","9006FC","RCRA 9006 Field Citation (UST)"
"585","01-1997-0026","9006FC","RCRA 9006 Field Citation (UST)"
"586","01-1997-0027","9006FC","RCRA 9006 Field Citation (UST)"
"587","01-1997-0028","325","EPCRA 325 Action For Penalty"
"588","01-1997-0029","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"589","01-1997-0030","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"590","01-1997-0031","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"591","01-1997-0032","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"592","01-1997-0033","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"593","01-1997-0034","309","CWA 309 AO For Compliance (Old)"
"594","01-1997-0035","113","CAA 113 Notice Of Violation"
"595","01-1997-0036","9006FC","RCRA 9006 Field Citation (UST)"
"596","01-1997-0037","9006FC","RCRA 9006 Field Citation (UST)"
"597","01-1997-0038","9006FC","RCRA 9006 Field Citation (UST)"
"598","01-1997-0039","9006FC","RCRA 9006 Field Citation (UST)"
"599","01-1997-0040","9006FC","RCRA 9006 Field Citation (UST)"
"600","01-1997-0042","309","CWA 309 AO For Compliance (Old)"
"601","01-1997-0043","309","CWA 309 AO For Compliance (Old)"
"602","01-1997-0044","309","CWA 309 AO For Compliance (Old)"
"603","01-1997-0045","309","CWA 309 AO For Compliance (Old)"
"604","01-1997-0046","309","CWA 309 AO For Compliance (Old)"
"605","01-1997-0047","309","CWA 309 AO For Compliance (Old)"
"606","01-1997-0048","113","CAA 113 Notice Of Violation"
"607","01-1997-0049","113","CAA 113 Notice Of Violation"
"608","01-1997-0050","113D1","CAA 113D1 Action For Penalty"
"609","01-1997-0051","309","CWA 309 AO For Compliance (Old)"
"611","01-1997-0053","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"612","01-1997-0054","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"613","01-1997-0055","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"614","01-1997-0056","106","CERCLA 106 AO For Resp Action/Imm Haz"
"615","01-1997-0057","309G2A","CWA 309G2A AO For Class I Penalties"
"616","01-1997-0058","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"617","01-1997-0059","122/104","CERCLA 122A/104A Agrmt For RI/FS"
"618","01-1997-0060","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"619","01-1997-0061","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"620","01-1997-0062","1414G3","SDWA 1414G3 AO For Penalties (PWS)"
"621","01-1997-0063","309","CWA 309 AO For Compliance (Old)"
"622","01-1997-0064","309","CWA 309 AO For Compliance (Old)"
"623","01-1997-0065","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"624","01-1997-0066","1414G2","SDWA 1414G2 AO For Compliance (PWS)"
"625","01-1997-0067","3008A","RCRA 3008A AO For Comp And/Or Penalty"
"626","01-1997-0068","113D1","CAA 113D1 Action For Penalty"
"627","01-1997-0069","309","CWA 309 AO For Compliance (Old)"
"628","01-1997-0070","113D1","CAA 113D1 Action For Penalty"
"629","01-1997-0071","311B","CWA 311B AO For Compliance, Penalties (Old)"
"630","01-1997-0072","113A","CAA 113A Admin Compliance Order (Non-Penalty)"
"631","01-1997-0073","BNK","Bankruptcy"
"632","01-1997-0074","CIV","Civil Judicial Action"
"633","01-1997-0075","106","CERCLA 106 AO For Resp Action/Imm Haz"
"633","01-1997-0075","122/104","CERCLA 122A/104A Agrmt For RI/FS"
"634","01-1997-0076","122H","CERCLA 122h Agrmt For Cost Recovery"
"635","01-1997-0077","1431","SDWA 1431 AO For Imm. Hazard"
"636","01-1997-0078","BNK","Bankruptcy"
"637","01-1997-0079","6","TSCA 6 AO For Hazardous Chemicals"
"638","01-1997-0080","6","TSCA 6 AO For Hazardous Chemicals"
"639","01-1997-0081","CIV","Civil Judicial Action"
"640","01-1997-0082","9006FC","RCRA 9006 Field Citation (UST)"
"641","01-1997-0083","9006FC","RCRA 9006 Field Citation (UST)"
"642","01-1997-0084","9006FC","RCRA 9006 Field Citation (UST)"
"643","01-1997-0085","9006FC","RCRA 9006 Field Citation (UST)"
"644","01-1997-0086","9006FC","RCRA 9006 Field Citation (UST)"
"645","01-1997-0087","9006FC","RCRA 9006 Field Citation (UST)"
"646","01-1997-0088","9006FC","RCRA 9006 Field Citation (UST)"
"647","01-1997-0089","9006FC","RCRA 9006 Field Citation (UST)"
"648","01-1997-0090","9006FC","RCRA 9006 Field Citation (UST)"
"649","01-1997-0091","9006FC","RCRA 9006 Field Citation (UST)"
"650","01-1997-0092","9006FC","RCRA 9006 Field Citation (UST)"
"651","01-1997-0093","9006FC","RCRA 9006 Field Citation (UST)"
"652","01-1997-0094","9006FC","RCRA 9006 Field Citation (UST)"
"653","01-1997-0095","9006FC","RCRA 9006 Field Citation (UST)"
"654","01-1997-0096","9006FC","RCRA 9006 Field Citation (UST)"
"655","01-1997-0097","9006FC","RCRA 9006 Field Citation (UST)"
"656","01-1997-0098","9006FC","RCRA 9006 Field Citation (UST)"
"657","01-1997-0099","309G2B","CWA 309G2B AO For Class II Penalties"
"658","01-1997-0100","9006FC","RCRA 9006 Field Citation (UST)"
"659","01-1997-0101","9006FC","RCRA 9006 Field Citation (UST)"
"660","01-1997-0102","9006FC","RCRA 9006 Field Citation (UST)"
"661","01-1997-0103","9006FC","RCRA 9006 Field Citation (UST)"
"662","01-1997-0104","15","TSCA 15 AO For Prohibited Acts"
"663","01-1997-0105","113D1","CAA 113D1 Action For Penalty"
"664","01-1997-0106","311B6A2","CWA 311B6A2 AO For Class II Penalty"
"665","01-1997-0107","309G2B","CWA 309G2B AO For Class II Penalties"
"666","01-1997-0108","309G2A","CWA 309G2A AO For Class I Penalties"
"667","01-1997-0109","309G2A","CWA 309G2A AO For Class I Penalties"
"668","01-1997-0110","309G2A","CWA 309G2A AO For Class I Penalties"
"669","01-1997-0111","309G2A","CWA 309G2A AO For Class I Penalties"
"670","01-1997-0112","309G2A","CWA 309G2A AO For Class I Penalties"
"671","01-1997-0113","309G2A","CWA 309G2A AO For Class I Penalties"
"672","01-1997-0114","309G2A","CWA 309G2A AO For Class I Penalties"
"673","01-1997-0115","309G2A","CWA 309G2A AO For Class I Penalties"
"674","01-1997-0116","309G2A","CWA 309G2A AO For Class I Penalties"
"675","01-1997-0117","309G2A","CWA 309G2A AO For Class I Penalties"
"676","01-1997-0118","311J","CWA 311J AO For Comp & Penalties (Old)"
"677","01-1997-0119","309","CWA 309 AO For Compliance (Old)"
"678","01-1997-0120","16","TSCA 16 Action For Penalty"
"679","01-1997-0121","309","CWA 309 AO For Compliance (Old)"
"680","01-1997-0122","309","CWA 309 AO For Compliance (Old)"
"681","01-1997-0123","309","CWA 309 AO For Compliance (Old)"
"682","01-1997-0124","309","CWA 309 AO For Compliance (Old)"
"683","01-1997-0125","309","CWA 309 AO For Compliance (Old)"
"684","01-1997-0126","309","CWA 309 AO For Compliance (Old)"
"685","01-1997-0127","309","CWA 309 AO For Compliance (Old)"
"686","01-1997-0128","309","CWA 309 AO For Compliance (Old)"
"687","01-1997-0129","309","CWA 309 AO For Compliance (Old)"
"688","01-1997-0130","309","CWA 309 AO For Compliance (Old)"
"689","01-1997-0131","309","CWA 309 AO For Compliance (Old)"
"690","01-1997-0132","309","CWA 309 AO For Compliance (Old)"
"691","01-1997-0133","309","CWA 309 AO For Compliance (Old)"
"692","01-1997-0134","309","CWA 309 AO For Compliance (Old)"
"693","01-1997-0135","309","CWA 309 AO For Compliance (Old)"
"694","01-1997-0136","309","CWA 309 AO For Compliance (Old)"
"695","01-1997-0137","309","CWA 309 AO For Compliance (Old)"
"696","01-1997-0138","309","CWA 309 AO For Compliance (Old)"
"697","01-1997-0139","309","CWA 309 AO For Compliance (Old)"
"698","01-1997-0140","309","CWA 309 AO For Compliance (Old)"
"699","01-1997-0141","309","CWA 309 AO For Compliance (Old)"
"1","01-1971-0001","CIV","Civil Judicial Action"
"2","01-1971-0002","CIV","Civil Judicial Action"
"3","01-1972-0001","CIV","Civil Judicial Action"
"4","01-1974-0001","CIV","Civil Judicial Action"
"5","01-1974-0002","CIV","Civil Judicial Action"
"6","01-1974-0003","CIV","Civil Judicial Action"
"7","01-1975-0001","CIV","Civil Judicial Action"
"8","01-1975-0002","CIV","Civil Judicial Action"
"9","01-1975-0003","CIV","Civil Judicial Action"
"10","01-1975-0004","CIV","Civil Judicial Action"
"11","01-1975-0005","CIV","Civil Judicial Action"
"12","01-1976-0001","CIV","Civil Judicial Action"
"13","01-1976-0002","CIV","Civil Judicial Action"
"14","01-1976-0003","CIV","Civil Judicial Action"
"15","01-1976-0004","CIV","Civil Judicial Action"
"16","01-1976-0005","CIV","Civil Judicial Action"
"17","01-1976-0006","CIV","Civil Judicial Action"
"18","01-1976-0007","CIV","Civil Judicial Action"
"19","01-1976-0008","CIV","Civil Judicial Action"
"20","01-1976-0009","CIV","Civil Judicial Action"
"21","01-1977-0001","CIV","Civil Judicial Action"
"22","01-1977-0002","CIV","Civil Judicial Action"
"23","01-1977-0003","CIV","Civil Judicial Action"
"24","01-1977-0004","CIV","Civil Judicial Action"
"25","01-1977-0005","CIV","Civil Judicial Action"
"26","01-1977-0006","CIV","Civil Judicial Action"
"27","01-1977-0007","CIV","Civil Judicial Action"
"28","01-1977-0008","CIV","Civil Judicial Action"
"29","01-1977-0009","CIV","Civil Judicial Action"
"30","01-1978-0001","CIV","Civil Judicial Action"
"31","01-1978-0002","CIV","Civil Judicial Action"
"32","01-1978-0003","CIV","Civil Judicial Action"
"33","01-1978-0004","CIV","Civil Judicial Action"
"34","01-1979-0001","CIV","Civil Judicial Action"
"35","01-1979-0002","CIV","Civil Judicial Action"
"36","01-1979-0003","CIV","Civil Judicial Action"
"37","01-1979-0004","CIV","Civil Judicial Action"
"38","01-1980-0003","CIV","Civil Judicial Action"
"39","01-1980-0004","CIV","Civil Judicial Action"
"40","01-1980-0005","CIV","Civil Judicial Action"
"41","01-1980-0006","CIV","Civil Judicial Action"
"43","01-1981-0001","CIV","Civil Judicial Action"
"44","01-1982-0002","CIV","Civil Judicial Action"
"45","01-1982-0010","CIV","Civil Judicial Action"
"46","01-1982-0011","CIV","Civil Judicial Action"
"47","01-1982-0012","CIV","Civil Judicial Action"
"48","01-1982-0013","CIV","Civil Judicial Action"
"49","01-1982-0014","CIV","Civil Judicial Action"
"50","01-1982-0016","CIV","Civil Judicial Action"
"51","01-1982-0020","CIV","Civil Judicial Action"
"52","01-1982-0021","CIV","Civil Judicial Action"
"53","01-1982-0022","CIV","Civil Judicial Action"
"54","01-1982-0025","CIV","Civil Judicial Action"
"55","01-1982-0027","CIV","Civil Judicial Action"
"56","01-1982-0028","CIV","Civil Judicial Action"
"57","01-1982-0029","CIV","Civil Judicial Action"
"58","01-1982-0030","CIV","Civil Judicial Action"
"59","01-1983-0001","CIC","Civil Contempt"
"61","01-1983-0003","CIV","Civil Judicial Action"
"62","01-1983-0004","CIC","Civil Contempt"
"63","01-1983-0005","CIV","Civil Judicial Action"
"64","01-1983-0006","CIC","Civil Contempt"
